30,2,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
50,1,1.0,2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1
78,1,2.0,2,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1
31,1,3.0,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,1
34,1,2.0,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1
34,1,2.0,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,1.0,3.0,1
51,1,1.0,2,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,7.0,3.0,1.0,1
23,1,2.0,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,3.0,1.0,1
39,1,2.0,2,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,8.0,4.0,1.0,1
30,1,2.0,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,5.0,1.0,1
39,1,1.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,10.0,4.0,4.0,1
32,1,2.0,1,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,11.0,6.0,5.0,1
41,1,2.0,1,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,12.0,5.0,6.0,1
30,1,2.0,2,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,10.0,13.0,7.0,7.0,1
47,1,1.0,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,12.0,3.0,1.0,1
38,1,1.0,2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,11.0,14.0,8.0,8.0,1
66,1,2.0,2,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,12.0,15.0,9.0,1.0,1
40,1,1.0,2,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,9.0,13.0,16.0,1.0,9.0,1
38,1,2.0,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,14.0,2.0,10.0,4.0,2
