1.0,6.0,5.0,5.0,1169.0,5.0,5.0,4.0,3.0,1.0,4.0,1.0,67.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0
2.0,48.0,3.0,5.0,5951.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,22.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0
4.0,12.0,5.0,8.0,2096.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,49.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0
1.0,42.0,3.0,4.0,7882.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,45.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0
1.0,24.0,4.0,1.0,4870.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,53.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0
4.0,36.0,3.0,8.0,9055.0,5.0,3.0,2.0,3.0,1.0,4.0,4.0,35.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0
4.0,24.0,3.0,4.0,2835.0,3.0,5.0,3.0,3.0,1.0,4.0,2.0,53.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0
2.0,36.0,3.0,2.0,6948.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,35.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0
4.0,12.0,3.0,5.0,3059.0,4.0,4.0,2.0,1.0,1.0,4.0,1.0,61.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0
2.0,30.0,5.0,1.0,5234.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,28.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0
2.0,12.0,3.0,1.0,1295.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,25.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0
1.0,48.0,3.0,10.0,4308.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,24.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0
2.0,12.0,3.0,5.0,1567.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,22.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0
1.0,24.0,5.0,1.0,1199.0,1.0,5.0,4.0,3.0,1.0,4.0,3.0,60.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
1.0,15.0,3.0,1.0,1403.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,28.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0
1.0,24.0,3.0,5.0,1282.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,32.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0
4.0,24.0,5.0,5.0,2424.0,5.0,5.0,4.0,3.0,1.0,4.0,2.0,53.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0
1.0,30.0,1.0,10.0,8072.0,5.0,2.0,2.0,3.0,1.0,3.0,3.0,25.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0
2.0,24.0,3.0,2.0,12579.0,1.0,5.0,4.0,2.0,1.0,2.0,4.0,44.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0
4.0,24.0,3.0,5.0,3430.0,3.0,5.0,3.0,3.0,1.0,2.0,3.0,31.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0
4.0,9.0,5.0,1.0,2134.0,1.0,3.0,4.0,3.0,1.0,4.0,3.0,48.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0
1.0,6.0,3.0,5.0,2647.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,44.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0
1.0,10.0,5.0,1.0,2241.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,48.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0
2.0,12.0,5.0,2.0,1804.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,44.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0
4.0,10.0,5.0,4.0,2069.0,5.0,3.0,2.0,4.0,1.0,1.0,3.0,26.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0
1.0,6.0,3.0,4.0,1374.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,36.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
4.0,6.0,1.0,5.0,426.0,1.0,5.0,4.0,4.0,1.0,4.0,3.0,39.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0
3.0,12.0,2.0,5.0,409.0,4.0,3.0,3.0,2.0,1.0,3.0,1.0,42.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0
2.0,7.0,3.0,5.0,2415.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,34.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0
1.0,60.0,4.0,10.0,6836.0,1.0,5.0,3.0,3.0,1.0,4.0,4.0,63.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0
2.0,18.0,3.0,10.0,1913.0,4.0,2.0,3.0,4.0,1.0,3.0,1.0,36.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0
1.0,24.0,3.0,4.0,4020.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,27.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0
2.0,18.0,3.0,1.0,5866.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,30.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0
4.0,12.0,5.0,10.0,1264.0,5.0,5.0,4.0,3.0,1.0,4.0,4.0,57.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
3.0,12.0,3.0,4.0,1474.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,33.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0
2.0,45.0,5.0,5.0,4746.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,25.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
4.0,48.0,5.0,8.0,6110.0,1.0,3.0,1.0,3.0,1.0,3.0,4.0,31.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0
3.0,18.0,3.0,5.0,2100.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,37.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0
3.0,10.0,3.0,6.0,1225.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,37.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0
2.0,9.0,3.0,5.0,458.0,1.0,3.0,4.0,3.0,1.0,3.0,1.0,24.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0
4.0,30.0,3.0,5.0,2333.0,3.0,5.0,4.0,3.0,1.0,2.0,3.0,30.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0
2.0,12.0,3.0,5.0,1158.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,26.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0
2.0,18.0,4.0,7.0,6204.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,44.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0
1.0,30.0,5.0,2.0,6187.0,2.0,4.0,1.0,4.0,1.0,4.0,3.0,24.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0
1.0,48.0,5.0,2.0,6143.0,1.0,5.0,4.0,2.0,1.0,4.0,4.0,58.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0
4.0,11.0,5.0,1.0,1393.0,1.0,2.0,4.0,2.0,1.0,4.0,3.0,35.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0
4.0,36.0,3.0,5.0,2299.0,3.0,5.0,4.0,3.0,1.0,4.0,3.0,39.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0
1.0,6.0,3.0,2.0,1352.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,23.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0
4.0,11.0,5.0,1.0,7228.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,39.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
4.0,12.0,3.0,5.0,2073.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,28.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0
2.0,24.0,4.0,4.0,2333.0,5.0,2.0,4.0,3.0,1.0,2.0,2.0,29.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
2.0,27.0,4.0,2.0,5965.0,1.0,5.0,1.0,3.0,1.0,2.0,3.0,30.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0
4.0,12.0,3.0,5.0,1262.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,25.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0
4.0,18.0,3.0,2.0,3378.0,5.0,3.0,2.0,3.0,1.0,1.0,2.0,31.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0
2.0,36.0,4.0,1.0,2225.0,1.0,5.0,4.0,3.0,1.0,4.0,4.0,57.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0
4.0,6.0,2.0,1.0,783.0,5.0,3.0,1.0,3.0,3.0,2.0,1.0,26.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0
2.0,12.0,3.0,5.0,6468.0,5.0,1.0,2.0,3.0,1.0,1.0,4.0,52.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0
4.0,36.0,5.0,5.0,9566.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,31.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
3.0,18.0,3.0,1.0,1961.0,1.0,5.0,3.0,2.0,1.0,2.0,3.0,23.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0
1.0,36.0,5.0,4.0,6229.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,23.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0
2.0,9.0,3.0,10.0,1391.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,27.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0
2.0,15.0,5.0,5.0,1537.0,5.0,5.0,4.0,3.0,3.0,4.0,1.0,50.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0
2.0,36.0,1.0,10.0,1953.0,1.0,5.0,4.0,3.0,1.0,4.0,4.0,61.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0
2.0,48.0,1.0,10.0,14421.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,25.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0
4.0,24.0,3.0,5.0,3181.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,26.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0
4.0,27.0,3.0,7.0,5190.0,5.0,5.0,4.0,3.0,1.0,4.0,2.0,48.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0
4.0,12.0,3.0,5.0,2171.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,29.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0
2.0,12.0,3.0,1.0,1007.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,22.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0
4.0,36.0,3.0,8.0,1819.0,1.0,3.0,4.0,3.0,1.0,4.0,4.0,37.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0
4.0,36.0,3.0,5.0,2394.0,5.0,3.0,4.0,2.0,1.0,4.0,3.0,25.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0
4.0,36.0,3.0,2.0,8133.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,30.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0
4.0,7.0,5.0,5.0,730.0,5.0,5.0,4.0,3.0,1.0,2.0,2.0,46.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0
1.0,8.0,5.0,3.0,1164.0,1.0,5.0,3.0,3.0,1.0,4.0,4.0,51.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0
2.0,42.0,5.0,10.0,5954.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,41.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
1.0,36.0,3.0,8.0,1977.0,5.0,5.0,4.0,3.0,1.0,4.0,4.0,40.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0
1.0,12.0,5.0,2.0,1526.0,1.0,5.0,4.0,3.0,1.0,4.0,4.0,66.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0
